respno,uniq_id,backchk,urbrur,state,region,hholdse1,hholdse2,hholdse3,hholdse4,hholdse5,hholdse6,hholdse7,prevint,currint,calls,dateintr,strtime,q1a,q1b,q2a,q2b,q3a,q3b,q4a,q4b,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q7g,q8a,q8b,q8c,q8d,q8e,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q12,q13a,q13b,q13c,q13d,q13e,q14,q15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q23,q24a,q24b,q24c,q24d,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28a,q28b,q28c,q29a,q29b,q29c,q29d,q29e,q29f,q29g,q30,q31,q32,q33,q34,q35a,q35b,q35c,q35d,q36a,q36b,q36c,q36d,q36e,q36f,q36g,q37,q38,q39,q40,q41a,q41b,q41c,q41d,q42a,q42b,q42c,q42d,q43a,q43b,q43c,q43d,q43e,q43f,q43g,q43h,q43i,q43j,q43k,q43l,q43m,q43n,q43o,q43p,q43q,q43r,q43s,q44_1,q44_2,q44_3,q45a,q45b,q45c,q45d,q45e,q45f,q45g,q45h,q45i,q45j,q45k,q45l,q46,q47,q48a,q48b,q48c,q48d,q49a,q49b,q49c,q50a,q50b,q51a,q51b,q51c,q51d,q51e,q51f,q51g,q51h,q51i,q51j,q52a,q52b,q52c,q53a,q53b,q53c,q53d,q54,q55,q56,q57,q58a,q58b,q58c,q58d,q58e,q58f,q59a,q59b,q59c,q59d,q59e,q59f,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71a,q71b,q71c,q72a,q72b,q72c,q73_1,q73_2,q73_3,q74,q75,q76,q77,q78,q79,q80,q81,q82,q83,q84,q85,q86,q87,q88,q89,q90,q90new,q91,q92,q93a,q93b,q94,q95,endtime,q96,q97,q98,q99,q100,q101,q102,q103a,q103b,q103c,q103d,q103e,q103f,q104a,q104b,q104c,q104d,q104e,q104f,q107,q108,q109,q110,q111,q112a,q112b,q112c,q112d,q112e,q112f,q112g,q112h,q112i,q112j,q112k,q112l,q112m,q112n,q112o,q112p,q112q,q113a,q113b,q113c,q113d,q113e,q114a,q114b,q114c,q114d,q114e,q114f,q115a,q115b,q115c,q115d,intid,regionwt,supdemx1,supelecs,supmulti,suplimit,supcheck,supdesys,satidemr,lagos,soutwest,souteast,soutsout,nortwest,norteast,nortcent,north,south,reject3,reject4
1232.0,1.0,1.0,1.0,10.0,403.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2001-08-26,15:12:00,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,23.0,2.0,6.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,9.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,5.0,14.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,6.0,996.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,3.0,1.0,996.0,3.0,1.0,11.0,4.0,2.0,2.0,4.0,4.0,1.0,28.0,1.0,1.0,264.0,7.0,4.0,2.0,260.0,18.0,2.0,10.0,409.0,0.0,2.0,0.0,1.0,0.0,2.0,16:21:00,2.0,1.0,5.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,995.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,8004.0,0.749,3.0,4.0,3.0,4.0,3.0,3.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1233.0,2.0,1.0,1.0,10.0,403.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2001-08-26,13:24:00,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,5.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,1.0,7.0,1.0,7.0,1.0,0.0,0.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,17.0,9.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,6.0,996.0,996.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,9.0,2.0,10.0,12.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,31.0,1.0,2.0,264.0,5.0,4.0,5.0,260.0,7.0,1.0,7.0,406.0,0.0,4.0,1.0,1.0,0.0,2.0,14:30:00,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,2.0,267.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,5034.0,0.749,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1234.0,3.0,2.0,1.0,10.0,403.0,1.0,5.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2001-08-26,17:34:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,11.0,996.0,6.0,8.0,9.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,4.0,7.0,1.0,1.0,0.0,0.0,3.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,17.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,13.0,996.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,7.0,7.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,8.0,5.0,996.0,3.0,10.0,12.0,4.0,1.0,3.0,1.0,4.0,1.0,35.0,1.0,1.0,267.0,5.0,4.0,2.0,260.0,7.0,0.0,9.0,408.0,0.0,4.0,1.0,1.0,0.0,3.0,18:51:00,2.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,267.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,5034.0,0.749,3.0,4.0,1.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1235.0,4.0,2.0,1.0,10.0,403.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,15:06:00,2.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,1.0,4.0,5.0,7.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,0.0,4.0,2.0,4.0,4.0,2.0,7.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,15.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,6.0,22.0,996.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,9.0,11.0,4.0,6.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,36.0,0.0,3.0,264.0,6.0,4.0,4.0,260.0,16.0,3.0,8.0,407.0,1.0,4.0,0.0,0.0,0.0,3.0,16:01:00,1.0,264.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,995.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,8020.0,0.749,3.0,4.0,2.0,2.0,3.0,2.75,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1236.0,5.0,1.0,1.0,10.0,403.0,1.0,1.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,16:19:00,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,6.0,5.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,14.0,1.0,9.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,25.0,20.0,996.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,8.0,996.0,996.0,4.0,12.0,10.0,4.0,1.0,1.0,1.0,4.0,1.0,50.0,0.0,1.0,261.0,0.0,6.0,2.0,260.0,6.0,0.0,2.0,401.0,0.0,4.0,1.0,2.0,0.0,5.0,17:30:00,1.0,995.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,267.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,5034.0,0.749,3.0,4.0,1.0,4.0,2.5,2.875,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1237.0,6.0,1.0,1.0,10.0,403.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,14:51:00,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,8.0,4.0,4.0,8.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,7.0,4.0,4.0,3.0,7.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,2.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,15.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,22.0,6.0,996.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,7.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,9.0,11.0,4.0,6.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,25.0,0.0,3.0,262.0,5.0,2.0,6.0,260.0,18.0,3.0,1.0,400.0,0.0,4.0,1.0,1.0,0.0,3.0,15:36:00,1.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,18.0,1.0,1.0,995.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,8019.0,0.749,3.0,4.0,2.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1238.0,7.0,1.0,1.0,10.0,403.0,1.0,1.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,15:51:00,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,2.0,8.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,7.0,4.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,4.0,3.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,4.0,996.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,8.0,7.0,996.0,11.0,13.0,990.0,4.0,1.0,2.0,1.0,4.0,1.0,21.0,0.0,1.0,264.0,5.0,4.0,5.0,0.0,6.0,1.0,3.0,402.0,0.0,4.0,1.0,0.0,990.0,1.0,17:11:00,1.0,1.0,4.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22.0,2.0,2.0,995.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,2.0,2.0,2.0,3.0,8001.0,0.749,2.0,4.0,1.0,4.0,4.0,3.25,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1239.0,8.0,2.0,1.0,10.0,403.0,1.0,1.0,5.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,15:11:00,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,8.0,3.0,7.0,8.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,9.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,14.0,9.0,20.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,3.0,996.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,7.0,3.0,3.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,996.0,10.0,11.0,12.0,4.0,1.0,1.0,4.0,4.0,1.0,45.0,0.0,3.0,264.0,2.0,4.0,6.0,0.0,2.0,0.0,4.0,403.0,0.0,3.0,2.0,2.0,0.0,6.0,16:13:00,1.0,995.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,269.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,2.0,2.0,2.0,3.0,8025.0,0.749,3.0,4.0,2.0,4.0,2.5,3.125,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1240.0,9.0,1.0,1.0,10.0,403.0,5.0,1.0,1.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2001-08-27,15:23:00,1.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,7.0,1.0,8.0,3.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,4.0,4.0,7.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,20.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,6.0,3.0,1.0,0.0,2.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,11.0,8.0,5.0,3.0,12.0,4.0,1.0,1.0,3.0,4.0,1.0,18.0,0.0,3.0,264.0,4.0,5.0,6.0,0.0,18.0,0.0,2.0,401.0,1.0,4.0,0.0,1.0,0.0,1.0,16:17:00,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,1.0,1.0,995.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,8004.0,0.749,3.0,4.0,3.0,4.0,4.0,3.75,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
