RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3A,Q3B,Q4,Q5A,Q5B,Q6A,Q6B,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q10A,Q10B,Q10C,Q11,Q11OTHER,Q12,Q12OTHER,Q13A,Q13B,Q13C,Q13D,Q14,Q15,Q16,Q17A,Q17B,Q17C,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q27,Q28,Q28B_NIG,Q28C_NIG,Q29A,Q29B,Q29C,Q30A,Q30B,Q30C,Q30D,Q31A,Q31B,Q31C,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q47E,Q48A,Q48B,Q48C,Q49,Q50,Q51,Q52A,Q52B,Q52C,Q52D,Q52E,Q53,Q54,Q55,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q57,Q58,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q59G,Q59H,Q59I,Q59J,Q59K_NIG,Q60A,Q60B,Q60C,Q60D,Q60E,Q60F,Q60G,Q60H_NIG,Q60I_NIG,Q60J_NIG,Q61A,Q61B,Q61C,Q61D,Q61E,Q61F,Q62A,Q62B,Q63PT1,Q63PT1OTHER,Q63PT2,Q63PT2OTHER,Q63PT3,Q63PT3OTHER,Q64,Q65A,Q65B,Q65C,Q65D,Q65E,Q65F,Q65G,Q65H,Q65I,Q65J,Q65K,Q65L,Q65M,Q65N,Q65O,Q65P,Q65P_NIG,Q66A,Q66B,Q66C,Q66D,Q66E,Q67A,Q67B,Q67C,Q67D,Q67E,Q68A,Q68B,Q68C,Q68D,Q68E,Q68F,Q69A,Q69B,Q69C,Q69D,Q69E,Q69F,Q70A,Q70B,Q70C,Q71A,Q71B,Q71C,Q71D_NIG,Q72A,Q72B,Q72C,Q72D_NIG,Q73A,Q73B,Q73C,Q73D,Q73E,Q74,Q75A,Q75B,Q75C,Q76A,Q76B,Q77,Q77OTHER,Q78,Q78A1,Q79A_NIG,Q79B_NIG,Q79D_NIG,Q79E_NIG,Q80A_NIG,Q80B_NIG,Q80C_NIG,Q81A_NIG,Q81B_NIG,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q83A_NIG,Q83B_NIG,Q83C_NIG,Q84,Q84OTHER,Q85A,Q85B,Q85C,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87,Q88A,Q88B,Q88C,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q91A,Q91B,Q92,Q93A,Q93B,Q93C,Q94,Q95A,Q95B,Q96,Q97,Q98A,Q98AOTHER,Q98A1_NIG,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,withinwt
NIG0001,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,2.0,1.0,13571366400.0,10:29:00,38.0,621.0,,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,4.0,,1.0,,4.0,3.0,3.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,10.0,8.0,9.0,5.0,3.0,8.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,16.0,,3.0,,20.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,7.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,7.0,0.0,2.0,3.0,3.0,2.0,2.0,7.0,,1.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,9.0,9.0,9.0,9.0,2.0,2.0,3.0,2.0,621.0,,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,9997.0,,1.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,5.0,5.0,,5.0,4.0,638.0,,999.0,11:18:00,49.0,1.0,1.0,,1.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG30,27.0,1.0,1.0,621.0,,7.0,1.233025
NIG0002,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,1.0,13571366400.0,10:40:00,33.0,621.0,,2.0,4.0,5.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,,2.0,,3.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,6.0,5.0,10.0,5.0,9.0,5.0,5.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,3.0,,13.0,,20.0,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,5.0,,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,621.0,,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,9997.0,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,5.0,5.0,,3.0,3.0,625.0,,17.0,11:36:00,56.0,1.0,1.0,,621.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG32,29.0,1.0,1.0,621.0,,6.0,1.233025
NIG0003,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,2.0,1.0,13571366400.0,11:40:00,60.0,621.0,,1.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,7.0,6.0,,1.0,,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,6.0,4.0,5.0,10.0,99.0,99.0,99.0,99.0,99.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,2.0,7.0,7.0,0.0,0.0,0.0,13.0,,23.0,,17.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,,3.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,621.0,,2.0,3.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9997.0,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,3.0,2.0,3.0,5.0,0.0,,5.0,9.0,9999.0,,17.0,12:22:00,42.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG29,28.0,2.0,1.0,621.0,,6.0,1.233025
NIG0004,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,9.0,1.0,13571366400.0,11:38:00,26.0,621.0,,2.0,3.0,4.0,2.0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,,1.0,,3.0,3.0,1.0,4.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,6.0,1.0,10.0,9.0,7.0,8.0,3.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,17.0,,8.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,4.0,3.0,2.0,3.0,3.0,,4.0,9.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,621.0,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9997.0,,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,3.0,1.0,0.0,7.0,1.0,,2.0,4.0,9999.0,,19.0,12:40:00,62.0,1.0,1.0,,1.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG31,24.0,2.0,2.0,621.0,,7.0,1.233025
NIG0005,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,2.0,1.0,13571366400.0,11:33:00,25.0,621.0,,2.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,7.0,6.0,,4.0,,3.0,3.0,2.0,0.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,5.0,6.0,9.0,8.0,9.0,6.0,99.0,8.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,7.0,7.0,1.0,1.0,1.0,13.0,,14.0,,17.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,3.0,4.0,3.0,3.0,3.0,6.0,,1.0,1.0,5.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,621.0,,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,638.0,,1.0,1.0,0.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,3.0,2.0,1.0,4.0,13.0,,5.0,4.0,638.0,,1.0,12:25:00,52.0,2.0,1.0,,621.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG30,27.0,1.0,1.0,621.0,,7.0,1.233025
NIG0006,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,5.0,1.0,13571366400.0,11:48:00,20.0,621.0,,1.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,,1.0,,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,7.0,10.0,5.0,5.0,5.0,2.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,13.0,,20.0,,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,7.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,4.0,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,621.0,,0.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9997.0,,1.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,0.0,10.0,3.0,2.0,3.0,6.0,13.0,,3.0,4.0,639.0,,17.0,12:36:00,48.0,2.0,1.0,,621.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG32,29.0,1.0,1.0,621.0,,6.0,1.233025
NIG0007,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,9.0,1.0,13571366400.0,10:34:00,25.0,621.0,,1.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,7.0,10.0,LACK OF EVIDENCE FROM THE VICTIM,3.0,,4.0,4.0,3.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,7.0,6.0,4.0,10.0,99.0,99.0,99.0,99.0,99.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,13.0,,16.0,,14.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,,3.0,9.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,621.0,,3.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,9997.0,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,9.0,3.0,2.0,1.0,5.0,13.0,,2.0,4.0,9999.0,,1.0,11:20:00,46.0,2.0,1.0,,621.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG29,28.0,2.0,1.0,621.0,,6.0,1.233025
NIG0008,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,1.0,13571366400.0,10:31:00,30.0,621.0,,2.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,10.0,6.0,6.0,6.0,0.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,9.0,0.0,9.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,11.0,,16.0,,17.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,4.0,3.0,2.0,2.0,4.0,,2.0,9.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,9.0,9.0,4.0,4.0,2.0,3.0,621.0,,2.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9997.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,3.0,5.0,13.0,,1.0,4.0,638.0,,1.0,11:29:00,58.0,2.0,1.0,,621.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG31,24.0,2.0,2.0,621.0,,7.0,1.233025
NIG0009,1.0,620.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,6.0,1.0,13571366400.0,16:20:00,32.0,621.0,,1.0,5.0,9.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,7.0,4.0,,8.0,,4.0,1.0,4.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,6.0,4.0,5.0,10.0,4.0,6.0,5.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,,11.0,,23.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,3.0,3.0,2.0,1.0,6.0,,4.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,621.0,,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,625.0,,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,3.0,2.0,3.0,5.0,5.0,,1.0,4.0,625.0,,18.0,17:00:00,40.0,1.0,1.0,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG29,28.0,2.0,1.0,621.0,,6.0,1.258361
