respno,backchk,urbrur,region1,regon2,hholdse1,hholdse2,hholdse3,hholdse4,hholdse5,hholdse6,hholdse7,prevint,currint,calls,dateint,strtim,q1a,q1b,q2a,q2b,q3a,q3b,q4a,q4b,q5a,q5b,q5c,q6a,q6b,q6c,q7a,q7b,q7c,q7d,q7e,q7f,q7g,q7h,q7i,q8a,q8b,q8c,q8d1,q8d2,q8e,q8f,q9a,q9b,q9c,q9d,q9e,q9f,q10a,q10b,q10c,q10d,q10e,q10f,q11a,q11b,q11c,q12,q13a,q13b,q13c,q13d,q13e,q14,q15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q23,q24a,q24b,q24c,q24d,q24enig,q24fnig,q24gnig,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28a,q28b,q28c,q29a,q29a1nig,q29a2nig,q29b,q29c,q29d,q29e,q29f,q29f1nig,q29f2nig,q29g,q30,q31,q32,q33,q34,q35a,q35b,q35c,q35d,q36a,q36b,q36c,q36d,q36e,q36f,q36g,q37,q38,q39,q40,q41a,q41b,q41c,q41d,q42a,q42b,q42c,q42d,q43a,q43b,q43c,q43d,q43d1nig,q43e,q43f,q43g,q43h,q43i,q43j,q43k,q43l,q43m,q43n,q43o,q43p,q43q,q43r,q43s,q43tnig,q44pt1,q44pt2,q44pt3,q45a,q45b,q45c,q45d,q45e,q45f,q45g,q45h,q45i,q45j,q45k,q45k1,q45l,q46,q47,q48a,q48b,q48c,q48c1,q48d,q48enig,q48e1,q49a,q49b,q49c,q50a,q50b,q51a,q51b,q51c,q51d,q51e,q51f,q51g,q51h,q51i,q51j,q51k,q51lnig,q52a,q52b,q52c,q53a,q53b,q53c,q53d,q53anew,q53bnew,q53cnew,q53dnew,q53enew,q53fnew,q53gnew,q54,q55,q56,q57,q58a,q58b,q58c,q58d,q58e,q58f,q59a,q59b,q59c,q59d,q59e,q59f,q59g,q60,q61,q62,q63,q64,q65,q66,q67,q68,q69,q70,q71a,q71b,q71c,q72a,q72b,q72c,q73pt1,q73pt2,q73pt3,q74,q75,q76,q77,q78anig,q78bnig,q78cnig,q79anig,q79bnig,q79cnig,q79dnig,q79enig,q79fnig,q80,q81,q82,q83,q84,q85a,q85anig,q86,q87a,q87b,q88,q89,q90,q90ext,q90new,q91,q92,q93a,q93b,q94,q95,endtm,q96,q96new,q97,q98,q99,q100,q101,q102,q103a,q103b,q103c,q103d,q103e,q103f,q104a,q104b,q104c,q104d,q104e,q104f,q107,q108,q109,q110,q111,q112a,q112b,q112c,q112d,q112e,q112f,q112g,q112h,q112i,q112j,q112k,q112l,q112m,q112n,q112o,q112p,q112q,q113a,q113b,q113c,q113d,q113e,q114a,q114b,q114c,q114d,q114e,q114f,q115a,q115b,q115c,q115d,uniq_id,regionwt
NIG0001,1.0,1.0,Lagos,Lagos,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2003-10-13,14:30:00,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,61.0,996.0,5.0,5.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,18.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,25.0,996.0,996.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,4.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,6.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,0.0,997.0,997.0,997.0,997.0,997.0,997.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,97.0,1.0,1.0,1.0,1.0,45.0,1.0,0.0,261.0,0.0,1.0,999.0,2.0,0.0,7.0,7.0,4.0,98.0,98.0,998.0,1.0,2.0,0.0,0.0,999.0,1.0,15:10:00,2.0,1.0,261.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,261.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,800.0,1.07911
NIG0002,2.0,1.0,Lagos,Lagos,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2003-10-13,14:20:00,1.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,996.0,996.0,7.0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,7.0,7.0,3.0,7.0,7.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,16.0,30.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,11.0,996.0,996.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,4.0,5.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,997.0,997.0,997.0,997.0,997.0,997.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,7.0,47.0,0.0,4.0,262.0,6.0,2.0,997.0,6.0,0.0,7.0,17.0,4.0,9.0,9.0,268.0,1.0,4.0,0.0,0.0,999.0,1.0,15:40:00,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,261.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,4.0,801.0,1.07911
NIG0003,2.0,1.0,Lagos,Lagos,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2003-10-13,13:25:00,1.0,3.0,1.0,9.0,3.0,3.0,9.0,9.0,1.0,5.0,996.0,5.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,7.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,3.0,2.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,1.0,6.0,996.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,9.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,160.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,2.0,21.0,1.0,8.0,10.0,11.0,14.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,97.0,1.0,1.0,1.0,1.0,28.0,1.0,0.0,261.0,8.0,4.0,997.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,999.0,1.0,14:30:00,1.0,1.0,270.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,262.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,802.0,1.07911
NIG0004,2.0,1.0,Lagos,Lagos,3.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2003-10-13,15:00:00,2.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,1.0,3.0,996.0,4.0,3.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,4.0,5.0,0.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,996.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,997.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,8.0,1.0,996.0,2.0,10.0,11.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,97.0,1.0,1.0,1.0,1.0,25.0,0.0,2.0,995.0,3.0,3.0,997.0,6.0,0.0,7.0,0.0,1.0,6.0,6.0,265.0,1.0,3.0,1.0,2.0,999.0,1.0,16:02:00,2.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,262.0,8.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,803.0,1.07911
NIG0005,2.0,1.0,Lagos,Lagos,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2003-10-13,15:00:00,1.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,22.0,8.0,7.0,10.0,10.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,260.0,1.0,9.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,13.0,996.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,9.0,9.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,5.0,8.0,7.0,5.0,6.0,5.0,6.0,5.0,4.0,1.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,997.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,8.0,260.0,10.0,12.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,97.0,1.0,1.0,1.0,2.0,35.0,0.0,2.0,261.0,4.0,4.0,997.0,5.0,0.0,7.0,6.0,5.0,9.0,9.0,268.0,0.0,2.0,2.0,2.0,998.0,2.0,16:15:00,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,261.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,804.0,1.07911
NIG0006,1.0,1.0,Lagos,Lagos,3.0,3.0,1.0,1.0,1.0,997.0,997.0,1.0,2.0,2.0,2003-10-13,14:20:00,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,65.0,4.0,2.0,10.0,10.0,10.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,0.0,3.0,1.0,4.0,2.0,0.0,7.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,9.0,9.0,4.0,996.0,996.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,4.0,4.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,997.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,0.0,2.0,3.0,1.0,22.0,2.0,16.0,7.0,11.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,97.0,1.0,1.0,1.0,1.0,32.0,0.0,3.0,261.0,5.0,5.0,997.0,4.0,0.0,7.0,6.0,0.0,7.0,7.0,266.0,0.0,4.0,0.0,1.0,999.0,20.0,15:50:00,2.0,1.0,261.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,261.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,805.0,1.07911
NIG0007,2.0,1.0,Lagos,Lagos,1.0,1.0,6.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2003-10-13,14:30:00,1.0,2.0,4.0,4.0,1.0,3.0,4.0,5.0,5.0,3.0,4.0,7.0,4.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,3.0,9.0,9.0,9.0,27.0,35.0,7.0,0.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,99.0,99.0,7.0,99.0,99.0,99.0,99.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,996.0,16.0,11.0,7.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,0.0,7.0,37.0,0.0,3.0,261.0,5.0,4.0,997.0,6.0,0.0,7.0,261.0,0.0,98.0,98.0,998.0,0.0,3.0,0.0,0.0,999.0,20.0,15:50:00,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,262.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,2.0,806.0,1.07911
NIG0008,1.0,1.0,Lagos,Lagos,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2003-10-13,13:20:00,1.0,4.0,1.0,3.0,1.0,3.0,4.0,5.0,8.0,1.0,996.0,5.0,5.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,7.0,5.0,3.0,1.0,7.0,1.0,0.0,0.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,9.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,25.0,996.0,996.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,997.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,0.0,2.0,2.0,22.0,996.0,996.0,10.0,12.0,8.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,97.0,1.0,1.0,1.0,1.0,31.0,1.0,0.0,261.0,6.0,2.0,997.0,2.0,0.0,7.0,10.0,4.0,8.0,8.0,267.0,1.0,3.0,0.0,0.0,999.0,1.0,14:20:00,1.0,1.0,261.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,2.0,261.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,3.0,807.0,1.07911
