RESPNO,BACKCHK,URBRUR,REGION,DISTRICT,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_SEC_A,EA_SEC_B,EA_ROAD,NOCALL_1,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q3,Q3OTHER,Q4A,Q4B,Q5,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q8C,Q8D,Q8E,Q9A,Q9B,Q9C,Q10,Q11,Q12A,Q12B,Q12C,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19,Q20,Q21,Q22A,Q22B,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q25A,Q25B,Q25C,Q26A,Q26B,Q27A,Q27B,Q27C,Q28A,Q28B,Q29A,Q29B,Q29C,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40A,Q40B,Q41A1,Q41A2,Q41B1,Q41B2,Q42A,Q42B,Q42C,Q42D,Q43,Q44A,Q44B,Q44C,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47,Q48A,Q48B,Q49A,Q49B,Q49C,Q49D,Q49E,Q49F,Q49G,Q49H,Q49I,Q49J_NIG,Q49K_NIG,Q49L_NIG,Q49M_NIG,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G,Q50H,Q51A,Q51B,Q51C,Q52,Q53A,Q53B,Q54A,Q54B,Q54C,Q55,Q56PT1,Q56PT2,Q56PT3,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q57G,Q57H,Q57I,Q57J,Q57K,Q57L,Q57M,Q57N,Q57O,Q57P,Q58A,Q58B,Q58C,Q58D,Q58E,Q58F,Q58G,Q58H,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q60A,Q60B,Q60C,Q60D,Q60E,Q60F,Q61,Q62A1,Q62A,Q62B,Q62C,Q62D,Q62E,Q62F,Q63A,Q63B,Q63C,Q63D,Q64A,Q64B,Q64C,Q64D,Q64E,Q65,Q66,Q67,Q68,Q69,Q70A,Q70B,Q70C,Q71,Q72A,Q72B,Q73A,Q73B,Q73C,Q74,Q75A_NIG,Q75B_NIG,Q75C_NIG,Q75D_NIG,Q75E_NIG,Q75F_NIG,Q75G_NIG,Q75H_NIG,Q75I_NIG,Q75J_NIG,Q76A_NIG,Q76B_NIG,Q76C_NIG,Q76D_NIG,Q76E_NIG,Q76F_NIG,Q76G_NIG,Q77A_PT1_NIG,Q77A_PT2_NIG,Q77A_PT3_NIG,Q77B_PT1_NIG,Q77B_PT2_NIG,Q77B_PT3_NIG,Q78A_NIG,Q78B_NIG,Q79,Q79OTHER,Q80,Q81,Q82,Q83,Q84A,Q84B,Q84C,Q85,Q86,Q87,Q88A,Q88B,Q88C,Q88D,Q88E,Q88F,Q89,Q90,Q91,Q92A,Q92B,Q92C,Q93A,Q93B,Q94,Q95,Q96,Q97,Q98A,Q98B,Q98C,Q98D,Q98E,Q98G,Q98H,Q98I,Q98J,Q98J1,Q98K,Q99A,Q99B,Q99C,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q104,Q105A,Q105B,Q105C,Q105D,Q105E,Q106,Q107A,Q107B,Q107C,Q108A,Q108B,Q108C,Q108D,Q108E,Q108F,Q110,Q111,Q112,Q113,Q114,Q115,withinwt
NIG1535,2.0,2.0,640.0,KATSINA,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,2.0,1.0,1.0,2008-05-17,10:40:00,58.0,1.0,620.0,,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,2.0,3.0,3.0,3.0,1.0,0.0,0.0,9.0,9.0,9.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,5.0,3.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,DON'T KNOW,9.0,BALA SANI,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,11.0,15.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,2.0,3.0,0.0,9.0,0.0,9.0,0.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,7.0,4.0,10.0,4.0,6.0,3.0,4.0,2.0,620.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,623.0,9.0,0.0,0.0,0.0,0.0,HAUSA,1.0,1.0,18.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,997.0,623.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,999.0,11:50:00,70.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,1.0068422655554141
NIG1536,2.0,2.0,640.0,KATSINA,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,3.0,1.0,2008-05-17,12:00:00,33.0,0.0,620.0,,4.0,4.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,4.0,9.0,9.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,DON'T KNOW,9.0,DON'T KNOW,9.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,9.0,1.0,2.0,9.0,9.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,8.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,6.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,9.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,7.0,97.0,9.0,9.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,9.0,2.0,4.0,6.0,3.0,2.0,620.0,,3.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,997.0,9.0,0.0,0.0,0.0,1.0,HAUSA,1.0,1.0,18.0,4.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,997.0,998.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,17.0,13:00:00,60.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,1.0068422655554141
NIG1543,2.0,3.0,640.0,MAIDUWA,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,3.0,2.0,2008-05-17,13:01:00,20.0,0.0,620.0,,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,DON'T KNOW,9.0,DON'T KNOW,9.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,3.0,17.0,10.0,6.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,12.0,9.0,7.0,4.0,8.0,4.0,4.0,620.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,623.0,1.0,2.0,4.0,1.0,3.0,HAUSA,1.0,3.0,18.0,4.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,997.0,623.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,13:56:00,55.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,0.9677794408707445
NIG1544,2.0,3.0,640.0,MAIDUWA,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,4.0,1.0,2008-05-17,15:00:00,20.0,0.0,620.0,,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,4.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,IDRIS BALA,2.0,DON'T KNOW,9.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,13.0,5.0,19.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,0.0,9.0,1.0,9.0,0.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,7.0,10.0,1.0,5.0,3.0,3.0,3.0,620.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,8.0,997.0,2.0,3.0,2.0,3.0,1.0,HAUSA,1.0,0.0,18.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,997.0,998.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,15:56:00,56.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,2.0,1.0,2.0,2.0,2.0,NIG118,18.0,2.0,2.0,622.0,4.0,0.9677794408707445
NIG1551,1.0,3.0,640.0,MATAZU,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,2.0,1.0,2008-05-20,11:46:00,20.0,1.0,620.0,,5.0,4.0,4.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,9.0,9.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,MATAZU ABUBAKAR SHEHU,2.0,DON'T KNOW,9.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,9.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,8.0,17.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,97.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,11.0,6.0,3.0,12.0,1.0,3.0,4.0,4.0,620.0,,1.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,623.0,0.0,0.0,0.0,0.0,1.0,"HAUSA,YORUBA,IGBO",3.0,1.0,22.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,997.0,623.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,5.0,12:30:00,44.0,2.0,1.0,620.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,0.8502854512442642
NIG1552,1.0,3.0,640.0,MATAZU,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,1.0,1.0,2008-05-20,12:00:00,30.0,1.0,620.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,9.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,9.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,5.0,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,DONT KNOW,9.0,DON'T KNOW,9.0,4.0,4.0,9.0,9.0,4.0,9.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,17.0,20.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,4.0,4.0,9.0,5.0,7.0,97.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,7.0,996.0,3.0,996.0,996.0,5.0,4.0,620.0,,3.0,1.0,0.0,3.0,3.0,2.0,2.0,1.0,623.0,0.0,0.0,0.0,0.0,1.0,HAUSA,1.0,1.0,22.0,4.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,997.0,623.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,3.0,3.0,13:55:00,115.0,2.0,1.0,620.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,0.8502854512442642
NIG1559,2.0,2.0,640.0,DUTSIN-MA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,1.0,1.0,2008-05-20,15:30:00,25.0,1.0,620.0,,4.0,4.0,1.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,DONT KNOW,9.0,DON'T KNOW,9.0,4.0,4.0,8.0,1.0,3.0,9.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,16.0,17.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,3.0,9.0,3.0,3.0,3.0,9.0,3.0,3.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,5.0,7.0,97.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,7.0,10.0,3.0,996.0,996.0,4.0,3.0,620.0,,4.0,3.0,0.0,3.0,3.0,2.0,2.0,1.0,623.0,0.0,4.0,0.0,0.0,1.0,HAUSA,1.0,1.0,22.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,997.0,623.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,1.0,1.0,1.0,1.0,16:00:00,30.0,2.0,1.0,620.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,2.0,1.0,1.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,1.145481945462593
NIG1560,2.0,2.0,640.0,DUTSIN-MA,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,1.0,1.0,2008-05-20,16:20:00,27.0,0.0,620.0,,5.0,5.0,1.0,4.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,7.0,7.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,DONT KNOW,9.0,DON'T KNOW,9.0,9.0,8.0,1.0,9.0,4.0,9.0,5.0,1.0,0.0,9.0,9.0,9.0,9.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,3.0,6.0,27.0,16.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,6.0,6.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,6.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,11.0,6.0,3.0,4.0,7.0,1.0,3.0,2.0,620.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,997.0,9.0,0.0,0.0,0.0,0.0,HAUSA,1.0,2.0,24.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,997.0,999.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,17:20:00,60.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,2.0,2.0,1.0,2.0,NIG118,18.0,2.0,2.0,622.0,4.0,1.145481945462593
NIG1567,2.0,1.0,640.0,JIBIA,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,2.0,1.0,2008-05-21,11:45:00,21.0,0.0,626.0,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,7.0,7.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,DON'T KNOW,9.0,DON'T KNOW,9.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,30.0,18.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,6.0,3.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,13.0,2.0,11.0,4.0,2.0,5.0,3.0,3.0,625.0,,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,623.0,0.0,0.0,0.0,0.0,2.0,"HAUSA, FULANI",2.0,1.0,620.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,997.0,623.0,2.0,9.0,3.0,9.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,18.0,12:50:00,65.0,2.0,1.0,620.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,3.0,1.0,NIG118,18.0,2.0,2.0,622.0,4.0,0.3001960469488725
