RESPNO,BACKCHK,URBRUR,REGION,REGION2_NEW,DISTRICT,HHOLDSE1,HHOLDSE2,HHOLDSE3,HHOLDSE4,HHOLDSE5,HHOLDSE6,HHOLDSE7,PREVINT,CURRINT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q3,Q4A,Q4B,Q5,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9A,Q9B,Q9C,Q9D_NIG,Q10,Q11,Q12,Q13,Q14A,Q14B,Q14C,Q15A,Q15B,Q15C,Q16,Q17,Q18A,Q18B,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28A,Q28B,Q28C,Q28D,Q29,Q30,Q31A,Q31B,Q31C,Q32A,Q32B,Q32C,Q32D,Q32E,Q32F,Q32G,Q33,Q34,Q35A,Q35PT1,Q35B,Q35PT2,Q35C,Q35PT3,Q36A,Q36B,Q36C,Q37,Q38,Q39,Q40,Q41,Q42,Q43A1,Q43A2,Q43B1,Q43B2,Q43C1,Q43C2,Q44A1,Q44A2,Q44B1,Q44B2,Q44C1,Q44C2,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52A,Q52B,Q52C,Q52D,Q53A,Q53B,Q53C,Q53D,Q54A,Q54B,Q54C,Q54D,Q54E,Q54F,Q54G,Q54H_NIG,Q54I_NIG,Q54J_NIG,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q55M,Q55N_NIG,Q55O_NIG,Q55P_NIG,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q56J,Q56K_NIG,Q56L_NIG,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q58A,Q58B,Q58C,Q59,Q60,Q61,Q62A,Q62B,Q63PT1,Q63PT2,Q63PT3,Q64,Q65A,Q65B,Q65C,Q65D,Q65E,Q65F,Q65G,Q65H,Q65I,Q65J,Q65K,Q66,Q67A,Q67B,Q67C,Q67D,Q68A,Q68B,Q68C,Q68D_NIG,Q68E_NIG,Q68F_NIG,Q69A1,Q69A2,Q69B1,Q69B2,Q70A,Q70B,Q70C,Q70D,Q71A,Q71B,Q71C,Q71D,Q71E,Q72A,Q72B,Q72C,Q73A,Q73B,Q73C,Q73D,Q73E,Q73F,Q73G,Q74A,Q74B,Q74C,Q74D,Q74E,Q74F,Q74G,Q75A,Q75B,Q75C,Q75D,Q75E,Q76A,Q76B,Q77A,Q77B,Q78A,Q78B,Q78C,Q78D,Q79,Q80,Q81A,Q81B,Q82,Q83,Q84A,Q84B,Q84C,Q84D,Q85,Q86,Q87,Q88_NIG,Q89_NIG,Q90,Q91,Q92,Q93A,Q93B,Q93C,Q93D,Q93E,Q93F,Q94,Q95,Q96A,Q96B,Q97,Q98,Q99,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q104,Q105A,Q105B,Q105C,Q105D,Q105E,Q106,Q107A,Q107B,Q107C,Q108A,Q108B,Q108C,Q108D,Q108E,Q108F,Q110,Q111,Q112,Q113,Q114,Q115,Q116A,Q116B,Q116C,Q116D,Q116E,Q116F,Q116G,Q116H,Q116I,Q116J,Q116K,Q117A,Q117B,Q118,WITHINWT
NIG0001,1.0,1.0,340.0,340.0,Agege,997.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,2.0,1.0,2005-08-28,12:00:00,24.0,0.0,342.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,0.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,To have freedom of speech,1.0,It means things should go on smoothly,12.0,No further reply,996.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,Don't know,9.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,2 times,3.0,Head of state,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,9.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,8.0,996.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,Yes,2.0,Yes,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,342.0,2.0,4.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,340.0,3.0,4.0,4.0,5.0,342.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,1.0,0.0,997.0,340.0,1.0,13:15:00,75.0,2.0,1.0,342.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,2.0,1.0,NIG004,28.0,2.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0002,1.0,1.0,340.0,340.0,Agege,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2005-08-28,13:15:00,21.0,0.0,342.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,0.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Government of people by the people for the people,2.0,Representing people in the Government,2.0,It means transparency of government,8.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,4.0,1.0,Hon. Bayo Odulana,3.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,2 times,3.0,Judges,3.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,7.0,7.0,7.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,4.0,3.0,0.0,1.0,24.0,342.0,996.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,9.0,1.0,2.0,3.0,2.0,1.0,Yes,2.0,Yes,2.0,1.0,4.0,2.0,1.0,2.0,2.0,7.0,7.0,3.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,342.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,997.0,7.0,4.0,4.0,7.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,997.0,341.0,22.0,14:30:00,75.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG004,28.0,2.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0003,1.0,1.0,340.0,340.0,Agege,997.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,1.0,1.0,2005-08-28,10:54:00,32.0,1.0,342.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Freedom of speech,1.0,Government of the people,2.0,No further reply,996.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,Don't know,9.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,3 times,2.0,Don’t know,9.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,8.0,16.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,No,1.0,No,1.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,342.0,1.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,999.0,3.0,4.0,4.0,3.0,342.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,11.0,1.0,1.0,0.0,997.0,356.0,999.0,11:47:00,53.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,000,000,000,1.0,1.0,1.0,2.0,1.0,1.0,NIG003,26.0,1.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0004,1.0,1.0,340.0,340.0,Agege,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2005-08-28,13:02:00,18.0,0.0,342.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,Government for the people,2.0,No further reply,996.0,No further reply,996.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,Don't know,9.0,Don't know,9.0,Don't know,9.0,PDP,3.0,Don't know,9.0,Don’t know,9.0,3.0,3.0,2.0,2.0,1.0,4.0,1.0,3.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,344.0,24.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,No,1.0,No,1.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,342.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,7.0,4.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,1.0,2.0,0.0,997.0,999.0,17.0,13:59:00,57.0,2.0,1.0,342.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,000,000,000,1.0,2.0,1.0,2.0,1.0,1.0,NIG003,26.0,1.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0005,1.0,1.0,340.0,340.0,Agege,6.0,4.0,4.0,997.0,997.0,997.0,997.0,1.0,2.0,2.0,2005-08-28,13:17:00,24.0,0.0,344.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,To express yourself/To talk for others,1.0,No further reply,996.0,No further reply,996.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,Don't know,9.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,Don't know,9.0,The court,3.0,4.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,9.0,20.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,No,1.0,No,1.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,9.0,0.0,3.0,3.0,0.0,0.0,344.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,997.0,7.0,1.0,4.0,6.0,10.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,15.0,2.0,1.0,0.0,997.0,999.0,1.0,14:14:00,57.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG002,23.0,2.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0006,1.0,1.0,340.0,340.0,Agege,3.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,1.0,1.0,2005-08-28,10:56:00,35.0,1.0,342.0,3.0,4.0,4.0,3.0,4.0,9.0,9.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,0.0,9.0,9.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,Where everybody speak their mind,1.0,Where we agree and do things in unity,4.0,Where those elected do what the people want,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,9.0,2.0,Don't know,9.0,Know but can't remember,1.0,Alh.Atiku Abubakar,3.0,Don't know,9.0,Don't know,9.0,Don’t know,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,9.0,1.0,9.0,9.0,3.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0,7.0,3.0,14.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,Yes,2.0,Yes,2.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,7.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,342.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,7.0,2.0,3.0,3.0,342.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,2.0,0.0,997.0,999.0,0.0,11:56:00,60.0,1.0,1.0,342.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,2.0,1.0,1.0,1.0,1.0,NIG002,23.0,2.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0007,1.0,1.0,340.0,340.0,Agege,1.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,1.0,1.0,2005-08-28,11:52:00,23.0,0.0,342.0,1.0,4.0,2.0,4.0,2.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,7.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,Government of people by the people for the people,2.0,No further reply,996.0,No further reply,996.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,Know but can't remember,1.0,Know but can't remember,1.0,Alh.Atiku Abubakar,3.0,PDP,3.0,2 times,3.0,Legislatures,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,Yes,2.0,Yes,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,7.0,7.0,7.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,342.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,7.0,3.0,4.0,7.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,997.0,340.0,1.0,12:45:00,53.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,2.0,2.0,1.0,1.0,NIG001,29.0,1.0,2.0,342.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0008,1.0,1.0,340.0,340.0,Agege,1.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2005-08-28,13:10:00,20.0,0.0,350.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,5.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,Government of people by the people for the people,2.0,No further reply,996.0,No further reply,996.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,Don't know,9.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,2 times,3.0,Executive,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,9.0,0.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,14.0,4.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,No,1.0,No,1.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,350.0,1.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,997.0,7.0,1.0,4.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,997.0,999.0,999.0,14:11:00,61.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG001,29.0,1.0,2.0,342.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
NIG0009,1.0,1.0,340.0,340.0,Mushin,3.0,997.0,997.0,997.0,997.0,997.0,997.0,0.0,1.0,1.0,2005-08-31,11:49:00,57.0,1.0,342.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,Don't know,999.0,No further reply,996.0,No further reply,996.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,Don't know,9.0,Don't know,9.0,Alh.Atiku Abubakar,3.0,PDP,3.0,2 times,3.0,Don’t know,9.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,9.0,1.0,3.0,8.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,3.0,1.0,Yes,2.0,Yes,2.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,342.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,997.0,7.0,4.0,4.0,3.0,342.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,997.0,341.0,1.0,12:38:00,49.0,1.0,1.0,342.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG003,26.0,1.0,2.0,342.0,7.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
