RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_8,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2A,Q2AOTHER,Q2B,Q2BOTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15,Q16,Q17,Q18A,Q18B,Q18C,Q18D,Q19A,Q19B,Q19C,Q19D,Q19E,Q20A,Q20B,Q21A,Q21B,Q22,Q23,Q24A,Q24B,Q25A,Q25B,Q25C,Q25D,Q25E,Q25F,Q26A,Q26B,Q26C,Q26D,Q26E,Q27A,Q27B,Q27C,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q38G,Q39A,Q39B,Q39C,Q40,Q41,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q43A,Q43B,Q43C,Q43D,Q43E,Q43F,Q43G,Q43H,Q43I,Q43J,Q43K,Q43L_NIG,Q43M_NIG,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K_NIG,Q44L_NIG,Q44M_NIG,Q45,Q46,Q47,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49A,Q49B,Q49C,Q49D,Q49E,Q49F,Q49G,Q49H,Q49I,Q49J,Q49K,Q49L,Q49M,Q49N,Q49O,Q49P,Q49Q,Q49R,Q49S,Q49T,Q50,Q51,Q52,Q53A,Q53B,Q53C,Q54A,Q54B,Q54C_NIG,Q55PT1,Q55PT1OTHER,Q55PT2,Q55PT2OTHER,Q55PT3,Q55PT3OTHER,Q56A,Q56B,Q56C,Q56D,Q56E,Q56F,Q56G,Q56H,Q56I,Q56J,Q56K,Q56L,Q56M,Q56N,Q56O,Q56P,Q56Q,Q56R,Q56S,Q57A,Q57B,Q57C,Q57D,Q57E,Q57F,Q57G,Q58A,Q58B,Q58C,Q58D,Q58E,Q58F_NIG,Q59A,Q59B,Q59C,Q59D_NIG,Q59E_NIG,Q60A,Q60B,Q60C,Q60D,Q61A,Q61B,Q61C,Q62,Q63,Q64,Q65,Q66,Q67,Q68A,Q68B,Q69,Q70,Q70OTHER,Q71,Q72A,Q72B,Q73A,Q73B,Q74,Q75,Q76,Q77A,Q77B,Q77C,Q77D,Q78A,Q78B,Q79A_NIG,Q79B_NIG,Q79C_NIG,Q80A_NIG,Q80B_NIG,Q80C_NIG,Q80D_NIG,Q80E_NIG,Q80F_NIG,Q80G_NIG,Q81A_NIG,Q81B_NIG,Q81C_NIG,Q81D_NIG,Q81E_NIG,Q81F_NIG,Q81G_NIG,Q81H_NIG,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82COTHER_NIG,Q82D_NIG,Q82EPT1_NIG,Q82EPT1OTHER_NIG,Q82EPT2_NIG,Q82EPT2OTHER_NIG,Q83A_NIG,Q83B_NIG,Q84,Q84OTHER,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q87A,Q87B,Q87C,Q87D,Q88A,Q88B,Q88BOTHER,Q89A,Q89B,Q89C,Q89D,Q89E,Q89F,Q90,Q91A,Q91B,Q92A,Q92B,Q93,Q94,Q95A,Q95B,Q95C,Q96A,Q96B,Q97,Q98,Q98OTHER,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q117,Q117OTHER,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119_6,Q119OTHER,withinwt
NIG0001,2.0,624.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,1.0,3.0,1.0,2017-04-29,13:50:05,22.0,620.0,,620.0,,1.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,4.0,0.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0,0.0,4.0,0.0,1.0,8.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0,7.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,,3.0,,2.0,,3.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,7.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,4.0,,2.0,2.0,,3.0,,3.0,2.0,620.0,,2.0,5.0,0.0,1.0,2.0,0.0,4.0,5.0,1.0,4.0,1.0,621.0,,2.0,2.0,2.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,7.0,3.0,1.0,97.0,2.0,18.0,,621.0,,2.0,16:03:43,133.6204666666666,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG73,27.0,1.0,2.0,9995.0,WAJA,9995.0,WAJA,6.0,1.0,620.0,9996.0,9996.0,9996.0,9996.0,,0.9973050142319221
NIG0002,1.0,623.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,2.0,5.0,1.0,2017-04-26,08:40:47,22.0,621.0,,621.0,,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,1.0,3.0,1.0,5.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,7.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,,24.0,,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,4.0,3.0,2.0,4.0,2.0,0.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,,3.0,7.0,,5.0,,4.0,3.0,621.0,,1.0,3.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,5.0,1.0,638.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,0.0,7.0,7.0,3.0,3.0,8.0,1.0,,638.0,,1.0,23:00:00,-1.0,2.0,1.0,1.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG43,42.0,1.0,2.0,621.0,,621.0,,6.0,1.0,621.0,9996.0,9996.0,9996.0,9996.0,,0.9472064420296609
NIG0003,1.0,623.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,1.0,3.0,1.0,2017-04-26,08:28:37,25.0,621.0,,621.0,,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,24.0,,3.0,,8.0,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,5.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,,2.0,5.0,,2.0,,4.0,1.0,621.0,,1.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,638.0,,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,0.0,7.0,6.0,3.0,7.0,5.0,1.0,,638.0,,1.0,23:00:00,-1.0,1.0,1.0,1.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG43,42.0,1.0,2.0,621.0,,621.0,,6.0,1.0,621.0,9996.0,9996.0,9996.0,9996.0,,0.9472064420296609
NIG0004,2.0,637.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,2.0,5.0,1.0,2017-04-26,09:27:35,22.0,620.0,,620.0,,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,9.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,7.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,9996.0,,9996.0,,3.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,7.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,9.0,99.0,1.0,,1.0,2.0,1.0,0.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,1.0,0.0,,96.0,,1.0,1.0,620.0,,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,9997.0,,2.0,9.0,9.0,9.0,9.0,2.0,9.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,6.0,3.0,7.0,18.0,,621.0,,2.0,10:20:40,53.07895000000001,2.0,1.0,620.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG69,24.0,2.0,2.0,1.0,,632.0,,8.0,1.0,620.0,622.0,623.0,633.0,640.0,,1.5062371393629608
NIG0005,2.0,646.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,2.0,2.0,1.0,2017-04-26,10:47:59,20.0,631.0,,631.0,,1.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,7.0,1.0,3.0,2.0,0.0,0.0,7.0,7.0,7.0,1.0,3.0,1.0,0.0,7.0,7.0,7.0,0.0,7.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,13.0,,4.0,,17.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,9.0,0.0,0.0,7.0,97.0,9997.0,,0.0,5.0,5.0,0.0,7.0,7.0,7.0,7.0,4.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,,96.0,,4.0,1.0,630.0,,0.0,3.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,1.0,621.0,,0.0,1.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,7.0,5.0,18.0,,621.0,,3.0,13:03:52,135.88788333333324,2.0,1.0,620.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,NIG60,26.0,2.0,2.0,620.0,,644.0,,6.0,1.0,620.0,9996.0,9996.0,9996.0,9996.0,,0.6362774915652086
NIG0006,1.0,650.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,1.0,4.0,1.0,2017-04-26,10:13:03,32.0,622.0,,622.0,,1.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,7.0,7.0,7.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,,24.0,,13.0,,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,10.0,1.0,,4.0,4.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,,2.0,2.0,,8.0,,1.0,2.0,622.0,,1.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,0.0,9997.0,,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,97.0,5.0,1.0,,9997.0,,2.0,11:25:45,72.70691666666669,1.0,1.0,622.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG25,27.0,2.0,2.0,622.0,,622.0,,7.0,1.0,622.0,9996.0,9996.0,9996.0,9996.0,,1.1655999842082503
NIG0007,1.0,650.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,2.0,2.0,1.0,2017-04-26,10:18:13,30.0,622.0,,622.0,,1.0,1.0,4.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,7.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,7.0,,9.0,,32.0,,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,9.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,-1.0,-1.0,7.0,-1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,3.0,1.0,5.0,6.0,,3.0,9.0,3.0,1.0,2.0,1.0,9.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,9.0,9.0,1.0,2.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,1.0,1.0,3.0,,1.0,2.0,,5.0,,1.0,1.0,622.0,,0.0,4.0,0.0,0.0,0.0,7.0,5.0,5.0,1.0,5.0,0.0,9997.0,,2.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,7.0,1.0,3.0,2.0,7.0,6.0,1.0,,9999.0,,99.0,11:35:47,77.57008333333336,2.0,1.0,622.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,NIG22,45.0,2.0,2.0,622.0,,622.0,,6.0,1.0,620.0,622.0,623.0,634.0,9996.0,,1.1655999842082503
NIG0008,2.0,646.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9997.0,,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,1.0,9.0,1.0,2017-04-26,10:25:09,43.0,631.0,,631.0,,1.0,4.0,4.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,4.0,0.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,7.0,7.0,1.0,4.0,1.0,1.0,0.0,7.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,,16.0,,17.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,7.0,97.0,9997.0,,2.0,1.0,3.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,,2.0,2.0,,5.0,,1.0,1.0,630.0,,1.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,4.0,1.0,621.0,,2.0,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,97.0,0.0,18.0,,621.0,,2.0,12:12:28,107.32031666666674,1.0,1.0,620.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG59,27.0,1.0,2.0,9995.0,GBAGYI,644.0,,8.0,620.0,9995.0,9996.0,9996.0,9996.0,9996.0,GWARI,0.6362774915652086
