RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_4OTHER,NOCALL_5,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q12A,Q12B,Q12C,Q12D,Q13,Q14,Q15A,Q15B,Q15C,Q15D_1,Q15D_2,Q15D_3,Q15D_4,Q15D_5,Q15D_6,Q15D_7,Q15D_8,Q15DOTHER,Q16A,Q16B,Q17A,Q17B,Q17C,Q17D,Q18A,Q18B,Q18C,Q19A,Q19B,Q20A,Q20B,Q20C,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35A,Q35B,Q35C,Q35D,Q36,Q37,Q38A,Q38B,Q38C,Q38D_NIG,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q40E,Q40F,Q40G,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q41I,Q41J,Q41K,Q41L,Q41M_NIG,Q41N_NIG,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q42G,Q42H,Q42I,Q42J_NIG,Q42K_NIG,Q42L_NIG,Q43A,Q43B,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K,Q44L,Q44M,Q44N,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q48PT1,Q48PT1OTHER,Q48PT2,Q48PT2OTHER,Q48PT3,Q48PT3OTHER,Q49A,Q49B,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G,Q50H,Q50I,Q50J,Q50K,Q50L,Q50M,Q50N,Q50O,Q50P_NIG,Q51A,Q51B,Q51C,Q51D,Q51E_NIG,Q51F_NIG,Q52A,Q52B,Q53A,Q53B,Q53C,Q54A,Q54B,Q54C,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57A,Q57B,Q57C,Q57D,Q57E,Q58A,Q58B,Q58C,Q58D,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q60,Q61,Q62,Q63,Q64A,Q64B,Q65A,Q65B,Q65C,Q65D,Q66,Q67,Q68,Q69A,Q69AOTHER,Q69B,Q70A,Q70B,Q70C,Q70D,Q70E,Q70F,Q70G,Q70H,Q71,Q71OTHER,Q72A,Q72B,Q73,Q74,Q75,Q76A_NIG,Q76B_NIG,Q76C_NIG,Q76D_NIG,Q76E_NIG,Q76F_NIG,Q76FOTHER_NIG,Q77A_NIG,Q77B_NIG,Q77C_NIG,Q78A_NIG,Q78B_NIG,Q78C_NIG,Q78D_NIG,Q78E_NIG,Q79A_NIG,Q79B_NIG,Q79C_NIG,Q79D_NIG,Q79E_NIG,Q79F_NIG,Q79G_NIG,Q79H1_NIG,Q79H2_NIG,Q79H2OTHER_NIG,Q79I_NIG,Q80A_NIG,Q80B_NIG,Q81,Q81OTHER,Q82A,Q82B,Q82C,Q82D,Q83,Q84A,Q84B,Q84C,Q85,Q86A,Q86B,Q86C,Q86D,Q86E,Q87A,Q87B,Q87C,Q87D,Q87E,Q88,Q89A,Q89B,Q90,Q91A,Q91B,Q91BOTHER,Q92A,Q92B,Q92C,Q92D,Q92E,Q92F,Q92G,Q92H,Q92I,Q93A,Q93B,Q94A,Q94B,Q94C,Q94D,Q94E,Q95A,Q95B,Q95C,Q95COTHER,Q95D,Q96A,Q96B,Q96C,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119_6,Q119_7,withinwt_ea,withinwt_hh
NIG0001,1.0,636.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,6.0,9997.0,,9997.0,,9997.0,9997.0,,9997.0,2.0,5.0,1.0,2020-01-20,10:12:00,26.0,621.0,,2.0,1.0,4.0,0.0,1.0,5.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,2.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,9.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,9.0,4.0,1.0,1.0,35.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,3.0,2.0,5.0,4.0,4.0,9.0,9.0,4.0,4.0,4.0,2.0,13.0,,17.0,,1.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,9.0,9.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,9.0,4.0,1.0,1.0,5.0,9.0,7.0,7.0,7.0,1.0,1.0,1.0,0.0,,2.0,4.0,9.0,4.0,9.0,5.0,5.0,9.0,9.0,2.0,,0.0,7.0,1.0,1.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,9997.0,,2.0,2.0,1.0,0.0,7.0,7.0,7.0,7.0,9.0,9.0,3.0,9.0,3.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,621.0,,9.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,0.0,9997.0,,0.0,2.0,0.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,4.0,,1.0,4.0,4.0,2.0,8.0,1.0,,1.0,638.0,,5.0,10:57:00,44.0,2.0,1.0,1.0,,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG09,32.0,2.0,2.0,621.0,621.0,8.0,1.0,621.0,623.0,9996.0,9996.0,9996.0,9996.0,1.26804142819843,2.41531700609224
NIG0002,2.0,634.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,,9997.0,,9997.0,9997.0,,9997.0,1.0,1.0,1.0,2020-01-20,10:16:00,25.0,9995.0,BEKWARRA,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,35.0,1.0,80.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,,14.0,,16.0,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,3.0,9.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,1.0,4.0,2.0,,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,,1.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,,3.0,1.0,0.0,1.0,0.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,2.0,3.0,,4.0,1.0,1.0,9995.0,BEKWARRA,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,3.0,1.0,638.0,,2.0,2.0,9.0,9.0,2.0,2.0,1.0,4.0,4.0,11.0,1.0,1.0,4.0,0.0,97.0,7.0,1.0,7.0,1.0,,7.0,1.0,1.0,97.0,8.0,1.0,,1.0,638.0,,1.0,11:50:00,94.0,1.0,1.0,1.0,,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG18,31.0,1.0,2.0,620.0,629.0,8.0,1.0,620.0,623.0,630.0,9996.0,9996.0,9996.0,1.05545698821224,0.469091994760997
NIG0003,2.0,634.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,,9997.0,,9997.0,9997.0,,9997.0,2.0,4.0,1.0,2020-01-20,10:11:00,35.0,620.0,,1.0,4.0,5.0,2.0,4.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,9.0,0.0,3.0,4.0,1.0,1.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,2.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,4.0,5.0,4.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,40.0,1.0,80.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,7.0,0.0,7.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,1.0,24.0,,23.0,,9995.0,FAILED PROMISES BY THE POLITICIANS,4.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,7.0,7.0,7.0,1.0,4.0,1.0,1.0,,1.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,,0.0,7.0,4.0,1.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,9997.0,,3.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,,4.0,1.0,1.0,620.0,,1.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,621.0,,2.0,2.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,2.0,1.0,2.0,0.0,97.0,7.0,3.0,0.0,4.0,,1.0,1.0,2.0,11.0,0.0,18.0,,1.0,621.0,,99.0,12:03:00,111.0,2.0,1.0,620.0,,5.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,NIG20,35.0,1.0,2.0,620.0,635.0,8.0,1.0,620.0,623.0,636.0,639.0,9996.0,9996.0,1.05545698821224,1.87636797904399
NIG0004,2.0,634.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,9997.0,,9997.0,,9997.0,9997.0,,9997.0,1.0,2.0,1.0,2020-01-20,10:21:00,79.0,9995.0,BASSA NGE,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,997.0,0.0,997.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,23.0,,13.0,,17.0,,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,7.0,7.0,7.0,2.0,2.0,3.0,1.0,,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,,0.0,7.0,3.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,9997.0,,0.0,7.0,7.0,0.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,,4.0,3.0,2.0,9995.0,BASA,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,9997.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,7.0,0.0,97.0,7.0,0.0,7.0,3.0,,1.0,1.0,1.0,97.0,0.0,3.0,,0.0,9997.0,,95.0,14:04:00,223.0,1.0,1.0,620.0,,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NIG19,33.0,2.0,2.0,1.0,622.0,6.0,1.0,620.0,621.0,622.0,623.0,625.0,634.0,1.05545698821224,0.938183989521994
NIG0005,2.0,634.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,,9997.0,,9997.0,9997.0,,9997.0,1.0,3.0,1.0,2020-01-20,10:28:00,19.0,1.0,,1.0,1.0,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,638.0,9996.0,9996.0,9996.0,9996.0,9996.0,9996.0,9996.0,,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,30.0,1.0,60.0,2.0,2.0,1.0,0.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,7.0,7.0,1.0,4.0,1.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,9.0,3.0,2.0,4.0,5.0,4.0,3.0,14.0,,24.0,,26.0,,5.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,4.0,4.0,1.0,0.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,,1.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,,2.0,2.0,3.0,0.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,,4.0,2.0,2.0,9995.0,JABA,0.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,638.0,,1.0,1.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,11.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,7.0,1.0,,7.0,5.0,3.0,10.0,5.0,1.0,,1.0,638.0,,7.0,11:30:00,63.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG21,31.0,1.0,2.0,1.0,649.0,8.0,1.0,620.0,623.0,644.0,9996.0,9996.0,9996.0,1.05545698821224,1.40727598428299
NIG0006,1.0,636.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,6.0,1.0,,1.0,,9997.0,9997.0,,9997.0,1.0,5.0,1.0,2020-01-20,11:19:00,34.0,621.0,,1.0,9.0,9.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,3.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,4.0,1.0,4.0,4.0,1.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,9.0,1.0,1.0,35.0,1.0,40.0,1.0,1.0,3.0,3.0,3.0,1.0,9.0,9.0,3.0,1.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,0.0,7.0,7.0,1.0,3.0,9.0,1.0,3.0,1.0,0.0,7.0,7.0,3.0,3.0,5.0,1.0,3.0,9.0,9.0,1.0,5.0,5.0,1.0,3.0,,1.0,,14.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,9.0,1.0,2.0,2.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,9.0,3.0,2.0,4.0,3.0,0.0,7.0,7.0,7.0,7.0,7.0,1.0,9.0,3.0,2.0,5.0,9.0,1.0,9.0,1.0,3.0,4.0,1.0,1.0,2.0,,3.0,9.0,9.0,9.0,2.0,5.0,5.0,5.0,9.0,1.0,,0.0,7.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,,9.0,7.0,7.0,1.0,0.0,5.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,,1.0,2.0,2.0,621.0,,3.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,9.0,1.0,2.0,4.0,9.0,0.0,9997.0,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,4.0,2.0,1.0,3.0,0.0,97.0,7.0,3.0,1.0,7.0,,2.0,1.0,1.0,97.0,3.0,2.0,,0.0,638.0,,2.0,12:54:00,95.0,1.0,1.0,621.0,,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,NIG09,32.0,2.0,2.0,621.0,621.0,8.0,1.0,621.0,623.0,9996.0,9996.0,9996.0,9996.0,1.26804142819843,2.41531700609224
NIG0007,2.0,634.0,1.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,9997.0,,9997.0,,9997.0,9997.0,,9997.0,2.0,2.0,1.0,2020-01-20,11:15:00,30.0,623.0,,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,9997.0,,1.0,3.0,9.0,9.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,35.0,1.0,60.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,7.0,7.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,19.0,,16.0,,13.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,,0.0,7.0,1.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,9997.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,2.0,2.0,622.0,,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.0,9997.0,,2.0,2.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,11.0,0.0,1.0,2.0,0.0,97.0,7.0,0.0,7.0,4.0,,2.0,2.0,2.0,7.0,0.0,23.0,,0.0,621.0,,8.0,12:44:00,88.0,2.0,1.0,623.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,NIG19,33.0,2.0,2.0,1.0,622.0,6.0,1.0,620.0,621.0,622.0,623.0,625.0,634.0,1.05545698821224,0.938183989521994
