RESPNO,BACKCHKS,BACKCHKQ,URBRUR,STATE,DISTRICT,HHOLDSE1,HHOLDSE2,HHOLDSE3,HHOLDSE4,HHOLDSE5,HHOLDSE6,HHOLDSE7,PREVINT,CURRINT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q3,Q4,Q5A,Q5B,Q6,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q9C,Q9D,Q9E,Q9F,Q10,Q11,Q12A,Q12B,Q12C,Q13A,Q13B,Q13C,Q14,Q15,Q16A,Q16B,Q16C,Q16D,Q16E,Q17A,Q17B,Q17C,Q17D,Q17E,Q17F,Q18A,Q18B,Q18C,Q18D,Q18E,Q18F,Q18G,Q19A,Q19B,Q19C,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q31D,Q32A,Q32B,Q32C,Q32D,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q34G,Q34H,Q34I,Q34J,Q34K,Q34L,Q34M,Q34N,Q34O,Q34P,Q35A,Q35B,Q35C,Q35D,Q35E,Q35F,Q35G,Q35H,Q35I,Q35J,Q35K,Q35L,Q36A,Q36B,Q36C,Q36D,Q36E,Q37A,Q37B,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q38A,Q38B,Q38C,Q38D,Q38E,Q38F,Q39A,Q39B,Q39C,Q39D,Q39E,Q39F,Q39G,Q40A,Q40B,Q40C,Q40D,Q40E,Q40F,Q40G,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q42,Q43A,Q43B,Q43C,Q44A,Q44B,Q45A,Q45B,Q45C,Q46A,Q46B,Q46C,Q47A,Q47B,Q47C,Q48A,Q48B,Q48C,Q49A,Q49B,Q50A,Q50B,Q51,Q52,Q53,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q56A,Q56B,Q57A,Q57B,Q58A,Q58B,Q58C,Q58D,Q59A,Q59B,Q59C,Q59D,Q60A,Q60B,Q60C,Q60D,Q60E,Q60F,Q60G,Q60H,Q60I,Q60J,Q61,Q62,Q63,Q64,Q65A,Q65B,Q65C,Q65D,Q66,Q67A,Q67B,Q67C,Q67D,Q68,Q69,Q70,Q71,Q72A,Q72B,Q72C,Q73A,Q73B,Q74,Q75,Q76a,Q77a,Q78A,Q78B,Q79,Q80A,Q80B,Q81,Q82,Q83,Q84A,Q84B,Q84C,Q85A,Q85B,Q85C,Q85D,Q85E,Q85F,Q85G,Q85H,Q85I,Q85J,Q85K,Q85L,Q85M,Q85N,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q86G,Q86H,Q86I,Q86J,Q87A,Q87B,Q87C,Q87D,Q87E,Q87F,Q87G,Q87H,Q88,Q89,Q90,Q91,Q92,Q93,Q94A,Q94B,Q94C,Q94D,Q94E,Q94F,Q95,Q96,Q97,Q98,Q99A,Q99B,Q100,Q101,Q102,Q103,Q104A,Q104B,Q104C,Q104D,Q104E,Q104F,Q105,Q106,Q107A,Q107B,Q108,Q109,ENDTIME,LENGTH,Q110,Q111,Q112,Q113,Q114A,Q114B,Q114C,Q114D,Q114E,Q115,Q116A,Q116B,Q116C,Q117A,Q117B,Q117C,Q117D,Q117E,Q117F,Q119,Q120,Q121,Q122,Q123,Q124,Q125A,Q125B,Q125C,Q125D,Q125E,Q125F,Q125G,Q125H,Q125I,Q125J,Q125K,Q126A,Q126B,Q127,withinwt
NIG0417,1.0,0.0,1.0,560.0,Ibadan North East,1.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2007-01-24,11:47:00,21.0,0.0,5.0,342.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,9.0,1.0,3.0,9.0,3.0,9.0,2.0,1.0,9.0,9.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,9.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,9.0,9.0,1.0,1.0,9.0,9.0,4.0,3.0,9.0,9.0,9.0,3.0,9.0,6.0,0.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,4.0,4.0,3.0,995.0,2.0,4.0,3.0,3.0,3.0,9.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,2.0,3.0,4.0,9997.0,9997.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,4.0,-1.0,-1.0,-1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,996.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,996.0,342.0,342.0,342.0,342.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,342.0,0.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,997.0,12:40:00,53.0,1.0,1.0,342.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,2.0,1.0,1.0,1.0,NIG015,21.0,2.0,2.0,342.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0905
NIG0617,1.0,1.0,1.0,343.0,Onitsha South,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2007-01-23,11:13:00,19.0,0.0,5.0,341.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,9.0,9.0,1.0,9.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,4.0,4.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,1.0,2.0,3.0,343.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,997.0,1.0,997.0,997.0,997.0,9.0,2.0,2.0,999.0,9999.0,9999.0,0.0,0.0,7.0,0.0,0.0,7.0,2.0,4.0,-1.0,-1.0,-1.0,3.0,4.0,3.0,2.0,4.0,9.0,9.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,996.0,2.0,9.0,0.0,9.0,9.0,1.0,9.0,996.0,348.0,999.0,341.0,999.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,0.0,2.0,2.0,341.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0,23.0,0.0,0.0,0.0,997.0,12:17:00,64.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,2.0,1.0,2.0,1.0,1.0,NIG056,23.0,2.0,2.0,341.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0905
NIG2402,1.0,0.0,1.0,350.0,Ishielu,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2007-01-22,15:35:00,50.0,0.0,7.0,341.0,1.0,1.0,1.0,2.0,2.0,9.0,9.0,3.0,3.0,2.0,2.0,3.0,3.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,9.0,9.0,4.0,5.0,1.0,1.0,9.0,1.0,2.0,9.0,3.0,3.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,2.0,9.0,3.0,3.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,9.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,9.0,9.0,3.0,9.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,3.0,2.0,2.0,997.0,2.0,4.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,3.0,999.0,999.0,9999.0,9999.0,9.0,9.0,7.0,9.0,9.0,7.0,1.0,1.0,340.0,996.0,996.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,996.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,996.0,997.0,997.0,997.0,997.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,9.0,1.0,341.0,0.0,3.0,3.0,3.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,997.0,16:23:00,48.0,2.0,1.0,341.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,2.0,2.0,1.0,2.0,2.0,1.0,NIG064,24.0,1.0,2.0,341.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,9.0,1.0,1.0905
NIG1112,0.0,1.0,1.0,351.0,Egor,997.0,997.0,997.0,997.0,997.0,997.0,997.0,1.0,2.0,1.0,2007-01-24,14:45:00,18.0,0.0,5.0,995.0,1.0,2.0,2.0,4.0,3.0,5.0,5.0,1.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,2.0,9.0,3.0,3.0,3.0,9.0,9.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,2.0,2.0,1.0,1.0,7.0,3.0,3.0,1.0,997.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,1.0,997.0,997.0,997.0,3.0,3.0,3.0,999.0,9999.0,9999.0,0.0,0.0,7.0,9.0,9.0,7.0,1.0,1.0,340.0,996.0,996.0,4.0,4.0,9.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,996.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,996.0,343.0,343.0,999.0,999.0,4.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,4.0,1.0,353.0,0.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,997.0,15:35:00,50.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,000,000,000,1.0,1.0,2.0,2.0,2.0,1.0,NIG050,24.0,1.0,2.0,558.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6851
NIG0079,0.0,0.0,1.0,554.0,Surulere,3.0,7.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2007-01-21,13:40:00,52.0,1.0,5.0,341.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,9.0,9.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,9.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,9.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,6.0,0.0,1.0,3.0,4.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,4.0,4.0,2.0,997.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,0.0,9.0,3.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,9.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,3.0,3.0,999.0,9999.0,9999.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,4.0,340.0,996.0,996.0,3.0,3.0,2.0,3.0,3.0,3.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,0.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,9.0,996.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,996.0,999.0,999.0,999.0,999.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,0.0,4.0,1.0,341.0,0.0,2.0,3.0,4.0,9.0,4.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,18.0,0.0,0.0,0.0,997.0,14:26:00,46.0,1.0,1.0,341.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,2.0,1.0,1.0,NIG003,28.0,2.0,2.0,342.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0905
NIG0964,1.0,0.0,1.0,348.0,Calabar South,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,1.0,1.0,2007-01-23,13:30:00,34.0,1.0,5.0,344.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,3.0,5.0,5.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,2.0,2.0,2.0,997.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,9.0,1.0,2.0,3.0,9.0,3.0,3.0,9.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,3.0,3.0,999.0,9999.0,9999.0,1.0,9.0,1.0,1.0,9.0,1.0,4.0,4.0,340.0,996.0,996.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,343.0,351.0,351.0,351.0,351.0,3.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,344.0,1.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,0.0,1.0,0.0,997.0,14:30:00,60.0,1.0,1.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,2.0,1.0,1.0,NIG041,22.0,1.0,2.0,344.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6851
NIG1440,1.0,0.0,1.0,358.0,Kaduna North,1.0,1.0,2.0,2.0,1.0,7.0,997.0,1.0,2.0,1.0,2007-01-23,17:30:00,38.0,0.0,6.0,342.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,5.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,9.0,9.0,9.0,1.0,1.0,2.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,2.0,4.0,4.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,2.0,2.0,1.0,997.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,3.0,3.0,999.0,9999.0,9999.0,0.0,0.0,7.0,0.0,0.0,7.0,4.0,4.0,340.0,996.0,996.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,9.0,2.0,2.0,2.0,9.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,996.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,996.0,343.0,343.0,343.0,343.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,342.0,1.0,2.0,2.0,3.0,5.0,10.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,14.0,0.0,1.0,0.0,997.0,18:45:00,75.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,000,000,000,1.0,1.0,1.0,1.0,1.0,1.0,NIG082,21.0,2.0,2.0,356.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,1.0905
NIG1639,1.0,0.0,2.0,563.0,Wamakko,997.0,997.0,997.0,997.0,997.0,997.0,997.0,2.0,2.0,1.0,2007-01-27,10:38:00,25.0,0.0,13.0,340.0,3.0,3.0,2.0,3.0,2.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,9.0,3.0,3.0,2.0,2.0,0.0,9.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,0.0,1.0,3.0,5.0,5.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,7.0,2.0,2.0,2.0,997.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,9.0,1.0,997.0,1.0,997.0,997.0,997.0,3.0,3.0,3.0,999.0,9999.0,9999.0,9.0,9.0,7.0,0.0,0.0,7.0,3.0,5.0,340.0,996.0,996.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,996.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,996.0,999.0,999.0,999.0,999.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,340.0,1.0,2.0,2.0,3.0,0.0,342.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,997.0,11:25:00,47.0,2.0,1.0,340.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,000,000,000,1.0,2.0,1.0,1.0,2.0,1.0,NIG121,24.0,2.0,2.0,342.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0905
